,ann_return_pct,ann_vol_pct,sharpe,max_drawdown_pct,avg_turnover,avg_leverage,avg_max_weight,avg_short_pct,diagnostic
Sample,6.730452732560445,9.668601104045694,0.696114428564457,-14.036128558203758,0.4759689525636005,1.0,0.1405137417324288,0.0,
LW-identity,6.783525553523545,9.602311736015483,0.7064471285680626,-13.802808444764993,0.43077812246766556,1.0,0.11600682650255066,0.0,0.058446284900395294
LW-constcorr,5.961732849896483,9.558063009370704,0.6237386010169231,-10.305108987154751,0.39192645954845706,1.0,0.14132215787567193,0.0,0.29583090589969735
MP-clipped,3.552571215076435,9.707985140574088,0.3659432069203138,-16.093934218886112,0.4061720431325517,1.0,0.12766026366285585,0.0,7.020833333333333
PCA-5factor,4.473918927119555,9.581788745381369,0.46691896951663453,-14.671911320129905,0.38046129443748083,1.0,0.12620032978518184,0.0,5.0
EqualWeight (1/N),8.371019646368188,12.840202793759614,0.6519382739372728,-19.238653269585686,0.0,1.0000000000000029,0.002336448598130841,0.0,
