window,estimator,ann_return_pct,ann_vol_pct,sharpe,max_drawdown_pct,avg_turnover,avg_leverage,avg_max_weight,avg_short_pct,diagnostic,q,n_assets
500,Sample (pseudo-inverse),2.731857499503597,19.448098479265045,0.14046913133519032,-43.57034692471128,14.67213591679376,21.904615845886735,0.32223296813327834,1045.2307922943367,,0.856,428
500,LW-identity,6.635023307882435,10.84096104841468,0.6120327596650394,-16.89063866367372,3.2925248610194733,9.400049583168467,0.1007549986788336,420.00247915842345,0.028091742305662366,0.856,428
500,LW-constcorr,10.062296205425959,9.847240491208243,1.0218391857505382,-13.54468656301138,1.839675535543437,7.052987519642588,0.09982552749081097,302.6493759821294,0.18628715393427897,0.856,428
500,MP-clipped,13.000535983834174,10.149939333983603,1.2808486391939629,-9.244693694843464,0.8802962361450419,5.073780502593533,0.06430336805401055,203.68902512967665,9.135135135135135,0.856,428
500,PCA-5factor,10.969135303748095,11.008408651714745,0.9964324227770623,-13.273782359964976,0.6515139537600324,4.633872080493328,0.060742181980197395,181.6936040246664,5.0,0.856,428
500,Sample (textbook inverse),2.7318574994984117,19.4480984792654,0.14046913133492117,-43.570346924722315,14.672135916793813,21.904615845886912,0.32223296813330204,1045.2307922943455,,0.856,428
750,Sample (pseudo-inverse),4.398609333628623,12.426993252478818,0.3539560410360109,-12.240090507912782,3.868644311571524,12.09312913290033,0.1683860864786361,554.6564566450165,,0.5706666666666667,428
750,LW-identity,5.3221795270059085,10.882809663682261,0.4890446209646488,-9.959437787595764,2.345337715535107,9.1430800268088,0.10704543628265213,407.15400134044,0.0195442588334324,0.5706666666666667,428
750,LW-constcorr,8.013453263597832,10.119796471345047,0.7918591333618734,-9.24407171118904,1.4661006253722242,7.300925410545248,0.09620888923454382,315.0462705272624,0.13922412017446675,0.5706666666666667,428
750,MP-clipped,15.720380521357388,10.853970450282501,1.4483529868969032,-10.327642206242857,0.7818795049838242,5.373027325508475,0.07212040057284251,218.65136627542375,10.6,0.5706666666666667,428
750,PCA-5factor,9.059105373585956,12.267386390043535,0.7384706966545468,-14.418216414459081,0.5018622197032948,4.783161043917524,0.056267462077261514,189.15805219587622,5.0,0.5706666666666667,428
750,Sample (textbook inverse),4.398609333628394,12.42699325247885,0.35395604103599165,-12.240090507912779,3.86864431157149,12.093129132900355,0.16838608647863532,554.6564566450179,,0.5706666666666667,428
